name,type,source,producers,genre,studio,episodes,airing,duration,rating,score,scored_by,rank,popularity,members,favorites
Taimanin Yukikaze Special,Special,Visual novel,[],"['Action', 'Demons', 'Hentai', 'Martial Arts', 'Supernatural']",[],1.0,False,5 min,Rx - Hentai,,0.0,,15446.0,259.0,0.0
Wo Shi Na Zha,Movie,Unknown,[],"['Kids', 'Fantasy']",[],1.0,False,1 hr 22 min,None,6.45,11.0,13603.0,14789.0,62.0,0.0
Shinya! Tensai Bakabon,TV,Manga,[],"['Slice of Life', 'Comedy']",['Pierrot Plus'],12.0,False,24 min per ep,G - All Ages,6.1,592.0,7428.0,7200.0,2157.0,1.0
God Eater Reso Nantoka Gekijou: Nagerareta Shokupan,Special,Game,"['Bandai Namco Entertainment', 'DMM.futureworks', 'Aoni Production']","['Fantasy', 'Military', 'Parody', 'Sci-Fi']","['Passione', 'Creators in Pack']",1.0,False,7 min,G - All Ages,5.9,369.0,7991.0,5555.0,4372.0,2.0
Sukoyaka Oyako 21 x Taka no Tsume Dan,ONA,Original,[],"['Drama', 'Parody', 'Slice of Life']",['DLE'],5.0,False,3 min per ep,G - All Ages,4.96,26.0,13193.0,12783.0,164.0,0.0
Yoshida no Time Slip Fumai-kou,ONA,Original,[],"['Historical', 'Parody']",['DLE'],3.0,False,3 min per ep,G - All Ages,4.67,33.0,13712.0,13643.0,123.0,0.0
3-bu de Wakaru Koizumi Yakumo no Kaidan,ONA,Book,[],"['Historical', 'Horror', 'Parody', 'Supernatural']",[],7.0,False,3 min per ep,G - All Ages,4.53,36.0,10341.0,13476.0,129.0,0.0
Heisei Matsue Kaidan,ONA,Original,[],"['Horror', 'Parody', 'Supernatural']",['DLE'],7.0,False,4 min per ep,G - All Ages,4.96,23.0,11195.0,14231.0,92.0,0.0
Medama Oyaji no April Fools',Special,Manga,['Fuji TV'],"['Demons', 'Parody']",['Toei Animation'],3.0,False,14 sec per ep,G - All Ages,5.3,111.0,9341.0,10241.0,491.0,1.0
Taiyou to Tsuki no Kodomo-tachi,Music,Original,[],['Music'],[],1.0,False,2 min,G - All Ages,4.11,18.0,13241.0,15039.0,49.0,0.0
Taiyou to Tsuki no Kodomo-tachi (2018),Music,Original,[],['Music'],[],1.0,False,58 sec,G - All Ages,4.26,35.0,13242.0,14730.0,66.0,0.0
Neeko ga Vtuber Shite Mita,ONA,Web manga,[],['Slice of Life'],[],4.0,False,3 min per ep,G - All Ages,5.63,81.0,8687.0,10324.0,473.0,0.0
Toji no Miko Recap,Special,Original,"['Mainichi Broadcasting System', 'AT-X']","['Action', 'Fantasy']",['Studio Gokumi'],1.0,False,23 min,PG-13 - Teens 13 or older,6.35,962.0,6454.0,7029.0,2330.0,4.0
Overlord III,TV,Light novel,[],"['Action', 'Fantasy', 'Game', 'Magic', 'Supernatural']",['Madhouse'],13.0,False,23 min per ep,R - 17+ (violence & profanity),8.19,124098.0,341.0,355.0,236746.0,2079.0
"Hajimemashite, Hacka Doll Desu!",ONA,Unknown,[],['Comedy'],[],1.0,False,Unknown,None,,0.0,0.0,0.0,0.0,0.0
Aware! Meisaku-kun: Short Douga,ONA,Original,[],"['Comedy', 'Parody']",['Pie in the sky'],1.0,False,45 sec,G - All Ages,3.51,35.0,10486.0,13699.0,118.0,0.0
Nanatsu-iro REALiZE,Music,Game,[],['Music'],[],1.0,False,4 min,G - All Ages,6.57,178.0,5496.0,10962.0,351.0,0.0
Onihei Pilot,Special,Novel,[],"['Historical', 'Seinen']",[],1.0,False,5 min,None,5.49,37.0,12495.0,11345.0,288.0,0.0
Wakaokami wa Shougakusei! Movie,Movie,Novel,"['TV Tokyo', 'Nihon Ad Systems', 'Kodansha', 'AT-X', 'GAGA', 'NADA Holdings', 'Aeon Entertainment']","['Comedy', 'Slice of Life', 'Supernatural']","['Madhouse', 'DLE']",1.0,False,1 hr 34 min,G - All Ages,6.94,127.0,3901.0,7625.0,1784.0,1.0
The Starry Night,Music,Original,[],['Music'],[],1.0,False,4 min,G - All Ages,4.32,38.0,13348.0,14432.0,83.0,0.0
"Susume, Karolina.",ONA,Other,[],['Game'],['Studio Colorido'],1.0,False,3 min,G - All Ages,6.5,329.0,5811.0,9251.0,813.0,1.0
Pugpug,TV,Original,['NHK'],['Kids'],[],4.0,False,5 min per ep,G - All Ages,6.5,4.0,12721.0,15205.0,37.0,0.0
Mr. Bond,Special,Novel,['NHK'],"['Police', 'Kids']",[],1.0,False,5 min,G - All Ages,4.5,6.0,12213.0,15183.0,38.0,0.0
Ousama no Takaramono,Music,Original,['NHK'],"['Kids', 'Music']",[],1.0,False,2 min,G - All Ages,3.67,15.0,12559.0,15136.0,41.0,0.0
Nikukyuu no Uta,Music,Original,['NHK'],"['Kids', 'Music']",[],1.0,False,4 min,G - All Ages,4.31,13.0,12347.0,15134.0,41.0,0.0
Fure! Fure! Daijoubu!,Music,Original,['NHK'],"['Kids', 'Music']",[],1.0,False,4 min,G - All Ages,4.78,27.0,10941.0,14953.0,52.0,0.0
Boer no Mori e,Music,Original,['NHK'],"['Kids', 'Music']",[],1.0,False,2 min,G - All Ages,3.88,25.0,10544.0,14973.0,51.0,0.0
Tousan no Kiteki,Music,Original,['NHK'],"['Kids', 'Music']",[],1.0,False,2 min,G - All Ages,4.71,31.0,13425.0,14718.0,67.0,0.0
Oyashirazu,Music,Original,['NHK'],"['Kids', 'Music']",[],1.0,False,2 min,G - All Ages,4.79,19.0,12567.0,14803.0,61.0,0.0
Konchuu Ninja,Music,Original,['NHK'],"['Kids', 'Music']",[],1.0,False,2 min,G - All Ages,4.4,15.0,11798.0,15169.0,39.0,0.0
Pa Para Papa,Music,Original,['NHK'],"['Cars', 'Kids', 'Music']",[],1.0,False,2 min,G - All Ages,4.0,39.0,12573.0,14614.0,74.0,0.0
Ojiisan no Densha,Music,Original,['NHK'],"['Kids', 'Music']",[],1.0,False,2 min,G - All Ages,4.3,20.0,12460.0,15032.0,49.0,0.0
Ukkari Pénélope (2017),TV,Picture book,[],"['Kids', 'Slice of Life']",[],13.0,False,5 min per ep,G - All Ages,6.0,11.0,13500.0,14950.0,53.0,0.0
Daisuki na Mama,OVA,Digital manga,['T-Rex'],['Hentai'],[],2.0,False,16 min per ep,Rx - Hentai,6.68,1089.0,,6755.0,2657.0,23.0
Cup Noodles Ethnic Commercial,Special,Original,[],['Music'],[],4.0,False,20 min per ep,PG-13 - Teens 13 or older,,0.0,0.0,0.0,0.0,0.0
Megalo Box Specials,Special,Original,[],"['Action', 'Drama', 'Shounen', 'Slice of Life', 'Sports']",['TMS Entertainment'],3.0,False,8 min per ep,R - 17+ (violence & profanity),6.73,180.0,4776.0,4358.0,8044.0,5.0
Akuma no Kimuraa-hen,Special,Original,[],"['Demons', 'Parody']",[],1.0,False,30 sec,G - All Ages,6.72,517.0,4796.0,8508.0,1184.0,3.0
IDOLiSH7 Tokubetsu Bangumi: Kimi to Furikaeranaito!,Special,Game,[],['Music'],['TROYCA'],1.0,False,23 min,PG-13 - Teens 13 or older,6.55,160.0,5578.0,8834.0,1014.0,4.0
Koi to Uso OVA,OVA,Manga,[],"['Drama', 'Romance', 'School']",['LIDENFILMS'],2.0,False,Unknown,PG-13 - Teens 13 or older,6.59,740.0,5404.0,3321.0,15247.0,26.0
Shin Manga Naruhodo Monogatari,TV,Unknown,[],['Kids'],[],40.0,False,20 min per ep,None,5.6,15.0,12973.0,14819.0,60.0,0.0
Beelzebub-jou no Okinimesu mama.,TV,4-koma manga,"['Aniplex', 'Square Enix', 'Movic', 'Studio Mausu', 'Tokyo MX', 'Q-Tec', 'ABC Animation', 'CA-Cygames Anime Fund']","['Comedy', 'Demons', 'Romance', 'Fantasy', 'Shounen']",['LIDENFILMS'],12.0,False,24 min per ep,PG-13 - Teens 13 or older,7.36,9070.0,2221.0,2288.0,30627.0,105.0
"Oam Monogatari: Sono Natsu, Watashi ga Shitta koto",ONA,Book,[],['Historical'],[],1.0,False,9 min,G - All Ages,5.9,80.0,8004.0,10053.0,542.0,0.0
High School DxD Hero: Taiikukan-ura no Holy,Special,Light novel,['AT-X'],"['Action', 'Comedy', 'Demons', 'Ecchi', 'Harem', 'Romance', 'School']",['Passione'],1.0,False,24 min,R+ - Mild Nudity,6.94,17447.0,3872.0,2138.0,34281.0,75.0
Dandy Hitsuji Shitsuji,Music,Original,['NHK'],"['Music', 'Kids']",[],1.0,False,2 min,G - All Ages,4.21,24.0,10779.0,14976.0,51.0,0.0
Mado (Music),Music,Original,['NHK'],"['Kids', 'Music']",[],1.0,False,4 min,G - All Ages,5.0,22.0,11967.0,14671.0,69.0,0.0
Uchi no Maid ga Uzasugiru!,TV,Manga,"['AT-X', 'Sony Music Communications', 'Futabasha', 'Kadokawa Media House', 'NTT Plala', 'Kadokawa']","['Slice of Life', 'Comedy', 'Shoujo Ai']",['Doga Kobo'],12.0,False,23 min per ep,PG-13 - Teens 13 or older,7.21,18969.0,2840.0,1645.0,51536.0,123.0
Rokudou Juku,Special,Original,[],['Music'],[],1.0,False,30 sec,G - All Ages,3.96,48.0,12791.0,13709.0,118.0,0.0
Akuma no Organ,Music,Music,[],"['Music', 'Horror', 'Demons']",[],1.0,False,3 min,G - All Ages,3.29,21.0,10384.0,15148.0,40.0,0.0
Haiku Kuma Ana ni Iru,Music,Unknown,[],['Music'],[],1.0,False,4 min,None,3.2,15.0,11116.0,15279.0,30.0,0.0
Oh Baby Plus,Music,Music,[],"['Sci-Fi', 'Music']",[],1.0,False,5 min,None,3.19,16.0,12438.0,15286.0,29.0,0.0
Ruby,Music,Music,[],['Music'],[],1.0,False,3 min,None,,0.0,12800.0,15436.0,16.0,0.0
Caligula (Music),Music,Music,[],['Music'],[],1.0,False,5 min,PG-13 - Teens 13 or older,,0.0,10605.0,15373.0,16.0,0.0
Higan,Music,Music,[],['Music'],[],1.0,False,4 min,G - All Ages,3.27,15.0,11244.0,15282.0,29.0,0.0
Aru Zombie Shoujo no Sainan,ONA,Novel,[],"['Action', 'Horror', 'Supernatural']","['Gonzo', 'Stingray']",1.0,False,1 hr 19 min,R+ - Mild Nudity,5.46,3058.0,9026.0,4536.0,7255.0,9.0
Rang Wo Men Shao Ba,ONA,Original,[],"['Comedy', 'Magic', 'Psychological', 'School']",[],,True,7 min,PG-13 - Teens 13 or older,6.11,351.0,7384.0,6775.0,2623.0,3.0
Mu Wang Zhi Wang: Qi Lin Jue,ONA,Original,[],"['Action', 'Historical', 'Martial Arts', 'Mystery', 'Romance']",[],20.0,False,15 min per ep,PG-13 - Teens 13 or older,8.23,13.0,12222.0,13386.0,134.0,1.0
Future Card Shin Buddyfight,TV,Card game,[],['Game'],"['Xebec', 'OLM']",,True,24 min,PG - Children,6.63,150.0,5208.0,9293.0,795.0,1.0
Bai Ye Ling Long,ONA,Manga,['Tencent Penguin Pictures'],"['Magic', 'Romance', 'School', 'Shoujo']",['Seven Stone Entertainment'],25.0,False,15 min per ep,PG-13 - Teens 13 or older,6.78,45.0,10502.0,9067.0,895.0,1.0
Chainsaw Maid Episode 0,Special,Original,['Pony Canyon'],"['Comedy', 'Horror', 'Supernatural', 'Thriller']",[],1.0,False,3 min,R - 17+ (violence & profanity),5.18,135.0,9526.0,11356.0,286.0,0.0
Ame-iro Cocoa: Side G,TV,Digital manga,[],"['Slice of Life', 'Comedy']",['EMT²'],,True,2 min,PG-13 - Teens 13 or older,4.95,452.0,9815.0,5948.0,3708.0,7.0
Turning Mecard R,TV,Original,[],"['Cars', 'Game', 'Kids', 'Mecha']",[],26.0,False,11 min per ep,G - All Ages,4.56,18.0,13463.0,14138.0,97.0,0.0
Turning Mecard W: Vandyne-ui Bimil,TV,Original,[],"['Adventure', 'Cars', 'Game', 'Kids', 'Mecha']",[],6.0,False,21 min per ep,G - All Ages,4.59,17.0,13467.0,14224.0,93.0,0.0
Turning Mecard W: Vandyne-ui Bimil - Teugbyeolpan,Movie,Original,[],"['Adventure', 'Cars', 'Game', 'Kids', 'Mecha']",[],1.0,False,1 hr 30 min,G - All Ages,5.21,14.0,13468.0,14309.0,89.0,0.0
Gonglyong Mecard,TV,Original,[],"['Game', 'Adventure', 'Cars', 'Kids', 'Mecha']",[],52.0,False,28 min per ep,G - All Ages,4.5,16.0,11078.0,13479.0,129.0,0.0
Wonder Gravity: Pino To Juuryoku Tsukai,ONA,Game,[],"['Fantasy', 'Game']",[],1.0,False,1 min,G - All Ages,5.0,45.0,13606.0,13233.0,141.0,0.0
Golden Kamuy: Golden Douga Gekijou,ONA,Manga,['NBCUniversal Entertainment Japan'],['Comedy'],['Geno Studio'],22.0,False,26 sec per ep,R - 17+ (violence & profanity),6.14,200.0,7265.0,7063.0,2295.0,2.0
Dramatic,Music,Unknown,[],['Music'],[],1.0,False,4 min,G - All Ages,5.33,21.0,10852.0,15249.0,34.0,0.0
Mecha-ude,ONA,Original,[],"['Action', 'Sci-Fi']",['TriF Studio'],1.0,False,25 min,PG-13 - Teens 13 or older,7.06,1611.0,3405.0,5071.0,5613.0,24.0
Chiisana Kinomi,Music,Original,['NHK'],"['Music', 'Kids']",[],1.0,False,5 min,G - All Ages,4.29,14.0,10667.0,15075.0,46.0,0.0
Mobile Suit Gundam NT,Movie,Novel,"['Sotsu', 'Shochiku']","['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",['Sunrise'],1.0,False,1 hr 30 min,PG-13 - Teens 13 or older,7.42,191.0,1974.0,5531.0,4425.0,9.0
Xing Fu Lu Shang,Movie,Unknown,[],[],[],1.0,False,1 hr 51 min,G - All Ages,7.15,27.0,13630.0,13105.0,148.0,0.0
Aguu: Tensai Ningyou,TV,Web manga,['Tencent Animation & Comics'],"['Action', 'Drama', 'Supernatural']",['Studio Deen'],12.0,False,23 min per ep,PG-13 - Teens 13 or older,5.65,1059.0,8598.0,5407.0,4693.0,5.0
Kiniitta Chitsu ni Ikinari Nakadashi OK na Resort-tou,OVA,Unknown,[],['Hentai'],['SELFISH'],,True,15 min,Rx - Hentai,7.07,298.0,,8822.0,1017.0,0.0
Slide,ONA,Original,[],"['Music', 'Sports']",[],1.0,False,7 min,G - All Ages,6.0,33.0,13061.0,14361.0,87.0,0.0
Kirari Kagayaku,ONA,Original,[],"['Music', 'Romance', 'Slice of Life']",[],1.0,False,10 min,G - All Ages,5.88,33.0,11730.0,14297.0,89.0,0.0
"Chiisana Tayori, Ookina Tayori.",ONA,Original,[],"['Drama', 'Music']",[],1.0,False,4 min,G - All Ages,5.99,57.0,7754.0,13680.0,120.0,0.0
Pastel Life,TV,Unknown,[],"['Music', 'Slice of Life']",[],6.0,False,3 min per ep,PG-13 - Teens 13 or older,6.64,1320.0,5178.0,6494.0,2958.0,5.0
Yakusoku no Neverland,TV,Manga,"['Aniplex', 'Dentsu', 'A-1 Pictures', 'Fuji TV', 'Shueisha', 'CA-Cygames Anime Fund']","['Sci-Fi', 'Mystery', 'Horror', 'Shounen']",['CloverWorks'],12.0,True,22 min per ep,None,8.67,32846.0,52.0,509.0,180612.0,1467.0
Okojo to Yamane,TV,Other,[],"['Comedy', 'Slice of Life']",[],,True,1 min,None,4.94,18.0,12471.0,9877.0,586.0,0.0
Overlord: Ple Ple Pleiades 3,ONA,Light novel,[],"['Action', 'Comedy', 'Fantasy', 'Magic']",[],13.0,False,2 min per ep,PG-13 - Teens 13 or older,6.9,3507.0,4029.0,4084.0,9449.0,8.0
Toki no Kousa,Special,Original,"['MAZRI', 'Audio Graphics Institute']",['Dementia'],['CLAP'],1.0,False,1 min,G - All Ages,5.91,191.0,7977.0,9707.0,639.0,0.0
Yagate Kimi ni Naru,TV,Manga,"['AT-X', 'Sony Music Communications', 'Docomo Anime Store', 'Kadokawa Media House', 'Kadokawa']","['Romance', 'School', 'Shoujo Ai']",['TROYCA'],13.0,False,24 min per ep,PG-13 - Teens 13 or older,8.02,27281.0,549.0,1092.0,86235.0,1165.0
Space Bug,TV,Original,['TMS Entertainment'],"['Adventure', 'Space']","['Studio W.Baba', 'P.I.C.S.']",,False,23 min,PG - Children,5.89,64.0,8042.0,10768.0,380.0,3.0
Tenchi Muyou! Ryououki 3rd Season Picture Drama,Special,Original,[],"['Slice of Life', 'Comedy']",[],5.0,False,5 min per ep,G - All Ages,6.41,51.0,6179.0,10666.0,402.0,0.0
"Taisetsu na Kazoku wo Tsutsumu, Sono Te.",ONA,Original,[],['Slice of Life'],['G-angle'],1.0,False,1 min,G - All Ages,5.69,39.0,13240.0,14104.0,99.0,0.0
Hanasu na★,Special,Original,[],['Dementia'],[],1.0,False,15 sec,G - All Ages,5.49,80.0,8961.0,11887.0,225.0,0.0
ChaeChaepong Kimchipong,TV,Original,[],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic', 'Supernatural']",[],26.0,False,20 min per ep,PG - Children,,0.0,0.0,0.0,0.0,0.0
Tokyo Ghoul:re 2nd Season,TV,Manga,"['Marvelous', 'TC Entertainment', 'Shueisha']","['Action', 'Drama', 'Horror', 'Mystery', 'Psychological', 'Seinen', 'Supernatural']","['Studio Pierrot', 'Pierrot Plus']",12.0,False,24 min per ep,R - 17+ (violence & profanity),6.46,54551.0,5972.0,566.0,165416.0,1197.0
Gori Papa Ikka no Nougyou wa Omoshiroi,ONA,4-koma manga,[],['Slice of Life'],[],1.0,False,9 min,G - All Ages,5.13,16.0,11082.0,14862.0,57.0,0.0
Ongeki,ONA,Game,[],['Slice of Life'],['J.C.Staff'],1.0,False,1 min,G - All Ages,5.59,57.0,8772.0,12426.0,185.0,0.0
Inazuma Eleven: Reloaded - Soccer no Henkaku,Special,Game,[],['Sports'],['OLM'],1.0,False,24 min,G - All Ages,7.18,871.0,2955.0,7427.0,1950.0,1.0
Niizuma Koyomi The Animation,OVA,Visual novel,['T-Rex'],['Hentai'],[],,True,30 min,Rx - Hentai,7.19,442.0,,7954.0,1523.0,8.0
Bandoe Sareoriratda,Movie,Unknown,[],['Comedy'],[],1.0,False,1 hr 25 min,G - All Ages,6.57,7.0,10511.0,13915.0,107.0,0.0
Osomatsu-san x Mameshiba,Special,Original,[],['Parody'],[],,True,30 sec,G - All Ages,6.09,32.0,12538.0,9601.0,676.0,0.0
Douluo Dalu 2nd Season,ONA,Novel,[],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts', 'Supernatural']",[],,True,Unknown,PG-13 - Teens 13 or older,7.83,300.0,834.0,7025.0,2338.0,36.0
Conception,TV,Game,[],"['Action', 'Adventure', 'Harem', 'Magic', 'Romance', 'Fantasy']",['Gonzo'],12.0,False,23 min per ep,PG-13 - Teens 13 or older,5.06,9050.0,9706.0,1812.0,45008.0,101.0
Yukimi-ka no Nichijou wa Honwari de Shimeru,ONA,Original,[],['Music'],[],1.0,False,1 min,G - All Ages,5.45,82.0,9068.0,12253.0,196.0,0.0
Osake wa Fuufu ni Natte kara: Yuzu Atsukan,ONA,Web manga,[],"['Comedy', 'Romance', 'Slice of Life']",['Creators in Pack'],1.0,False,3 min,PG-13 - Teens 13 or older,7.02,3159.0,3568.0,3894.0,10534.0,8.0
Neko Kikaku,Movie,Original,"['Speed Inc.', 'T-JOY']",['Comedy'],[],1.0,False,37 min,None,6.83,6.0,12300.0,13015.0,152.0,0.0
Sword Art Online Alternative: Gun Gale Online - Refrain,Special,Light novel,[],"['Action', 'Fantasy', 'Game', 'Military', 'Sci-Fi']",['Studio 3Hz'],1.0,False,23 min,PG-13 - Teens 13 or older,6.46,7043.0,5973.0,3166.0,16736.0,29.0
Qíjī xīng,Special,Original,[],['Shounen'],[],12.0,False,20 min per ep,G - All Ages,,0.0,0.0,0.0,0.0,0.0
Poputepipikku Specials,Special,4-koma manga,[],"['Comedy', 'Parody']",[],3.0,False,1 min per ep,PG-13 - Teens 13 or older,5.63,66.0,8690.0,10500.0,437.0,0.0
"""Kiss Dekiru Gyoza"" x Mameshiba Movie",Special,Other,[],"['Comedy', 'Parody']",[],2.0,False,30 sec per ep,G - All Ages,5.11,64.0,9636.0,12332.0,190.0,0.0
Very! Merry!! Session!!!,Music,Original,[],['Music'],[],1.0,False,2 min,G - All Ages,5.26,149.0,9418.0,11706.0,242.0,1.0
Elleair x Kamiusagi Rope,ONA,Original,[],"['Comedy', 'Slice of Life']",[],,True,1 min,G - All Ages,4.42,24.0,10882.0,13706.0,117.0,0.0
Kamiusagi Rope x Wacoal,ONA,Original,[],"['Slice of Life', 'Comedy']",[],,True,1 min,G - All Ages,5.86,7.0,11593.0,14389.0,85.0,0.0
AriKiri,ONA,Other,[],['Slice of Life'],[],,True,2 min,G - All Ages,4.13,8.0,10452.0,14643.0,70.0,0.0
Sanuki Eiga-sai Opening Eizou,Movie,Original,[],"['Dementia', 'Music']",[],2.0,False,15 sec per ep,G - All Ages,3.71,34.0,12853.0,14642.0,70.0,0.0
Aioi Ai oi,Special,Original,[],['Music'],[],2.0,False,1 min per ep,G - All Ages,3.07,44.0,10367.0,14261.0,90.0,0.0
Hakyuu Houshin Engi Recap,Special,Manga,[],"['Adventure', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']",['C-Station'],1.0,False,23 min,PG-13 - Teens 13 or older,5.14,248.0,9592.0,9556.0,691.0,0.0
Guilty Gear X,Special,Game,[],"['Action', 'Game', 'Super Power', 'Martial Arts']",[],1.0,False,5 min,R - 17+ (violence & profanity),4.77,13.0,11098.0,15317.0,22.0,0.0
Free! Movie 1: Timeless Medley - Kizuna: Character Butai Aisatsu,Movie,Original,[],['Comedy'],['Kyoto Animation'],4.0,False,4 min per ep,PG-13 - Teens 13 or older,6.66,209.0,5060.0,7477.0,1915.0,1.0
Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,Movie,Original,[],['Comedy'],['Kyoto Animation'],4.0,False,5 min per ep,PG-13 - Teens 13 or older,6.55,204.0,5572.0,7615.0,1792.0,1.0
Free!: Take Your Marks: Character Butai Aisatsu,Movie,Original,[],['Comedy'],['Kyoto Animation'],4.0,False,5 min per ep,PG-13 - Teens 13 or older,6.45,213.0,5989.0,7265.0,2094.0,1.0
Diamond Fusion,Music,Game,[],['Music'],[],1.0,False,3 min,G - All Ages,7.19,462.0,2901.0,8841.0,1010.0,5.0
China KFC x Gintama,ONA,Unknown,[],['Comedy'],['Bandai Namco Pictures'],1.0,False,2 min,G - All Ages,6.95,277.0,3834.0,8550.0,1161.0,2.0
Pokemon: Aki no Special,Special,Game,[],"['Action', 'Adventure', 'Kids', 'Fantasy']",['OLM'],1.0,False,1 hr 30 min,PG - Children,5.42,12.0,12666.0,15264.0,32.0,0.0
Uchuu Senkan Tiramisù Specials,Special,Web manga,[],"['Sci-Fi', 'Slice of Life', 'Space', 'Comedy', 'Mecha', 'Seinen']",['Gonzo'],3.0,False,7 min per ep,PG-13 - Teens 13 or older,6.34,896.0,6507.0,7298.0,2066.0,1.0
Dare no Tame ni Sakura wa Saku,Music,Original,[],['Music'],[],1.0,False,4 min,G - All Ages,3.61,38.0,10782.0,14585.0,74.0,0.0
BanG Dream! 2nd Season,TV,Manga,['Bushiroad'],['Music'],['SANZIGEN'],,True,24 min,PG-13 - Teens 13 or older,7.54,1278.0,1539.0,4028.0,9763.0,93.0
BanG Dream! Garupa☆Pico,TV,Manga,[],"['Music', 'Comedy']","['SANZIGEN', 'DMM.futureworks']",26.0,False,3 min per ep,PG-13 - Teens 13 or older,7.78,2231.0,920.0,4790.0,6330.0,42.0
KakoPad: Nagaoka Hanabi Monogatari,ONA,Original,[],"['Historical', 'Kids', 'Sci-Fi']",[],1.0,False,10 min,G - All Ages,5.13,16.0,11565.0,14867.0,57.0,0.0
Midori-chan,ONA,Game,[],"['Game', 'Music']",[],,True,6 min,G - All Ages,5.0,5.0,12107.0,14351.0,87.0,0.0
Promedicus,ONA,Original,[],['School'],[],4.0,False,15 sec per ep,G - All Ages,4.68,38.0,12717.0,13691.0,119.0,0.0
Sanpou Shoujo,Movie,Novel,[],"['Historical', 'Kids']",[],1.0,False,1 hr 38 min,G - All Ages,7.33,6.0,12848.0,14964.0,52.0,0.0
Benghuai 3: Reburn,Special,Game,[],"['Action', 'Mecha']",['Dancing CG Studio'],1.0,False,4 min,PG-13 - Teens 13 or older,6.65,162.0,5098.0,10609.0,410.0,3.0
Naniiro no Nani,ONA,Original,[],"['Music', 'Slice of Life']",[],1.0,False,12 min,PG-13 - Teens 13 or older,5.92,119.0,7936.0,11430.0,275.0,0.0
Golden Kamuy OVA,OVA,Manga,"['NBCUniversal Entertainment Japan', 'Shueisha', 'Twin Engine']","['Action', 'Adventure', 'Historical', 'Seinen']",['Geno Studio'],1.0,False,22 min,R - 17+ (violence & profanity),7.06,1765.0,3432.0,4307.0,8290.0,2.0
Dragon Ball Heroes,ONA,Game,[],"['Action', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",['Toei Animation'],,True,8 min,PG-13 - Teens 13 or older,5.66,7062.0,8606.0,2419.0,27626.0,92.0
Wo Shi Jiang Xiaobai (2018),ONA,Original,[],"['Slice of Life', 'Drama', 'Romance']",['2:10 Animation'],1.0,False,37 min,PG-13 - Teens 13 or older,7.3,289.0,2496.0,8438.0,1231.0,3.0
Huan Jie Wang,ONA,Web manga,['Tencent Animation & Comics'],"['Action', 'Adventure', 'Magic', 'Fantasy', 'Shounen']",[],,False,10 min,PG-13 - Teens 13 or older,6.74,243.0,4718.0,8302.0,1304.0,6.0
Tian Yu,ONA,Game,[],"['Action', 'Adventure', 'Demons', 'Fantasy', 'Magic']",['Sparkly Key Animation Studio'],13.0,False,13 min per ep,PG-13 - Teens 13 or older,6.5,16.0,13355.0,13520.0,128.0,0.0
Shittakaburi Kaitsuburi,Music,Original,[],"['Kids', 'Music']",[],5.0,False,30 min per ep,G - All Ages,5.5,6.0,13021.0,15274.0,31.0,0.0
Shigutsman,OVA,Original,[],"['Kids', 'Super Power']",[],1.0,False,2 hr 3 min,G - All Ages,5.67,3.0,12944.0,15229.0,35.0,0.0
Yami Shibai 6,TV,Original,['TV Tokyo'],"['Dementia', 'Horror', 'Supernatural']",['ILCA'],13.0,False,4 min per ep,PG-13 - Teens 13 or older,6.05,2537.0,7602.0,4687.0,6718.0,7.0
Ling Yu 4th Season,ONA,Novel,['iQIYI'],['Fantasy'],['Haoliners Animation League'],12.0,False,13 min per ep,PG-13 - Teens 13 or older,6.95,120.0,3848.0,10508.0,434.0,0.0
Ling Yu 5th Season,ONA,Novel,['iQIYI'],['Fantasy'],['Haoliners Animation League'],12.0,False,13 min per ep,PG-13 - Teens 13 or older,6.94,105.0,3879.0,10899.0,362.0,0.0
Ling Yu 6th Season,ONA,Novel,['iQIYI'],['Fantasy'],['Shanghai Foch Film Culture Investment'],,True,12 min,PG-13 - Teens 13 or older,7.1,40.0,11925.0,10865.0,367.0,0.0
Godzilla 3: Hoshi wo Kuu Mono,Movie,Original,"['Toho', 'TOHO animation']","['Action', 'Adventure', 'Sci-Fi']",['Polygon Pictures'],1.0,False,1 hr 30 min,R - 17+ (violence & profanity),6.4,3789.0,6189.0,3884.0,10574.0,23.0
One Piece: Episode of Sorajima,Special,Manga,[],"['Action', 'Adventure', 'Comedy', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",['Toei Animation'],1.0,False,2 hr 10 min,PG-13 - Teens 13 or older,7.16,2948.0,3052.0,3947.0,10229.0,13.0
Meshinuma.,ONA,Manga,"['Half H.P Studio', 'Anime Beans']","['Seinen', 'Slice of Life']","['Grom', 'Aurum Production']",,True,1 min,PG-13 - Teens 13 or older,6.2,10.0,12097.0,11192.0,311.0,0.0
Gaikan Chiba,ONA,Original,[],['Drama'],[],1.0,False,6 min,G - All Ages,4.65,17.0,10970.0,15116.0,42.0,0.0
