name,type,source,producers,genre,studio,episodes,airing,duration,rating,score,scored_by,rank,popularity,members,favorites
Gate Keepers 21,OVA,Game,[],"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",['Gonzo'],6.0,False,30 min per ep,PG-13 - Teens 13 or older,6.85,3789.0,4202.0,4245.0,8467.0,21.0
Gensoumaden Saiyuuki,TV,Manga,"['TV Tokyo', 'Dentsu', 'Group TAC']","['Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",['Studio Pierrot'],50.0,False,23 min per ep,R - 17+ (violence & profanity),7.67,15344.0,1183.0,1943.0,40022.0,772.0
Saiyuuki Reload,TV,Manga,[],"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Josei']",['Studio Pierrot'],25.0,False,23 min per ep,PG-13 - Teens 13 or older,7.5,9345.0,1677.0,2648.0,23696.0,102.0
Saiyuuki Reload Gunlock,TV,Manga,[],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Josei']",['Studio Pierrot'],26.0,False,24 min per ep,PG-13 - Teens 13 or older,7.51,6086.0,1645.0,3187.0,16424.0,45.0
GetBackers,TV,Manga,"['TBS', 'Kodansha', 'Rondo Robe', 'Rakuonsha']","['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Super Power', 'Supernatural']",['Studio Deen'],49.0,False,24 min per ep,PG-13 - Teens 13 or older,7.68,38643.0,1152.0,1043.0,90279.0,847.0
Green Green,TV,Visual novel,"['Pony Canyon', 'Memory-Tech', 'Studio Jack']","['Comedy', 'Ecchi', 'Romance', 'School', 'Slice of Life']",['Studio Matrix'],12.0,False,24 min per ep,R+ - Mild Nudity,6.34,55059.0,6465.0,1001.0,95049.0,250.0
Gunslinger Girl,TV,Manga,"['Marvelous', 'Fuji TV']","['Action', 'Psychological', 'Military', 'Drama', 'Sci-Fi']",['Madhouse'],13.0,False,24 min per ep,R - 17+ (violence & profanity),7.5,57472.0,1662.0,702.0,135682.0,1040.0
Hikaru no Go,TV,Manga,"['TV Tokyo', 'Dentsu', 'Dream Force']","['Comedy', 'Game', 'Shounen', 'Supernatural']",['Studio Pierrot'],75.0,False,23 min per ep,PG-13 - Teens 13 or older,8.16,41770.0,365.0,1054.0,89377.0,1883.0
Hunter x Hunter,TV,Manga,['Fuji TV'],"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']",['Nippon Animation'],62.0,False,23 min per ep,PG-13 - Teens 13 or older,8.47,126542.0,123.0,316.0,256505.0,6423.0
Hunter x Hunter: Yorkshin City Kanketsu-hen,OVA,Manga,[],"['Action', 'Adventure', 'Super Power', 'Shounen']",['Nippon Animation'],8.0,False,24 min per ep,PG-13 - Teens 13 or older,8.38,42591.0,185.0,1255.0,74017.0,301.0
Hunter x Hunter: Greed Island,OVA,Manga,[],"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']",['Nippon Animation'],8.0,False,22 min per ep,PG-13 - Teens 13 or older,8.3,47733.0,250.0,1156.0,80473.0,232.0
Hunter x Hunter: Greed Island Final,OVA,Manga,[],"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']",['Nippon Animation'],14.0,False,24 min per ep,PG-13 - Teens 13 or older,8.37,46268.0,192.0,1186.0,78544.0,209.0
Kamikaze Kaitou Jeanne,TV,Manga,[],"['Adventure', 'Comedy', 'Demons', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance', 'Shoujo']",['Toei Animation'],44.0,False,24 min per ep,PG-13 - Teens 13 or older,7.52,19874.0,1603.0,1993.0,38422.0,417.0
Kannazuki no Miko,TV,Manga,"['Studio Fantasia', 'Geneon Universal Entertainment', 'Remic', 'Front Line', 'Kodansha', 'Rondo Robe', 'Memory-Tech', 'Toshiba Entertainment']","['Supernatural', 'Drama', 'Magic', 'Romance', 'Mecha', 'Shounen', 'Shoujo Ai']",['TNK'],12.0,False,24 min per ep,PG-13 - Teens 13 or older,6.98,22861.0,3736.0,1619.0,52235.0,714.0
Kanon,TV,Visual novel,"['Movic', 'Fuji TV', 'Fuji Pacific Music Publishing']","['Drama', 'Romance', 'Slice of Life', 'Supernatural']",['Toei Animation'],13.0,False,24 min per ep,G - All Ages,7.2,20807.0,2861.0,1699.0,49004.0,245.0
Kareshi Kanojo no Jijou,TV,Manga,"['TV Tokyo', 'GANSIS']","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']","['Gainax', 'J.C.Staff']",26.0,False,24 min per ep,PG-13 - Teens 13 or older,7.64,50253.0,1261.0,727.0,131698.0,1611.0
Kono Minikuku mo Utsukushii Sekai,TV,Original,"['Geneon Universal Entertainment', 'TBS', 'Rondo Robe', 'Movic']","['Sci-Fi', 'Comedy', 'Drama', 'Magic', 'Romance', 'Ecchi']","['Gainax', 'Shaft']",12.0,False,24 min per ep,R+ - Mild Nudity,6.85,23719.0,4209.0,1709.0,48458.0,171.0
Kita e.: Diamond Dust Drops,TV,Visual novel,[],"['Drama', 'Romance', 'Slice of Life']",['Studio Deen'],12.0,False,24 min per ep,PG-13 - Teens 13 or older,6.7,1991.0,4889.0,4624.0,6865.0,8.0
Loveless,TV,Manga,"['Bandai Visual', 'TV Asahi', 'Movic']","['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Fantasy', 'Josei', 'Shounen Ai']",['J.C.Staff'],12.0,False,24 min per ep,PG-13 - Teens 13 or older,7.08,52430.0,3358.0,942.0,103264.0,1589.0
Blood+,TV,Original,"['Aniplex', 'Mainichi Broadcasting System']","['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']",['Production I.G'],50.0,False,24 min per ep,R - 17+ (violence & profanity),7.75,112413.0,982.0,302.0,265515.0,4222.0
Re: Cutey Honey,OVA,Manga,['Toei Video'],"['Action', 'Sci-Fi', 'Comedy', 'Ecchi', 'Shoujo Ai']","['Gainax', 'Toei Animation']",3.0,False,46 min per ep,R+ - Mild Nudity,7.15,6949.0,3092.0,3075.0,17686.0,113.0
Solty Rei,TV,Original,"['AIC', 'TV Asahi', 'Sotsu Music Publishing']","['Action', 'Sci-Fi', 'Super Power']",['Gonzo'],24.0,False,23 min per ep,R - 17+ (violence & profanity),7.33,9430.0,2367.0,2732.0,22336.0,115.0
Juuni Kokuki,TV,Novel,['Sogo Vision'],"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']",['Studio Pierrot'],45.0,False,25 min per ep,PG-13 - Teens 13 or older,8.12,30208.0,422.0,1060.0,88899.0,1985.0
Shaman King,TV,Manga,"['TV Tokyo', 'Nihon Ad Systems', 'TV Tokyo Music']","['Action', 'Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",['Xebec'],64.0,False,23 min per ep,PG-13 - Teens 13 or older,7.83,127151.0,852.0,366.0,230755.0,3011.0
X/1999,Movie,Manga,"['Kadokawa Shoten', 'Victor Entertainment', 'Marubeni', 'Movic', 'Sega', 'Shelty']","['Action', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Sci-Fi', 'Supernatural']",['Madhouse'],1.0,False,1 hr 37 min,R - 17+ (violence & profanity),6.66,14810.0,5092.0,2443.0,27050.0,121.0
X,TV,Manga,"['Bandai Visual', 'Kadokawa Shoten', 'd-rights', 'chara-ani.com']","['Action', 'Super Power', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",['Madhouse'],24.0,False,24 min per ep,R+ - Mild Nudity,7.51,27469.0,1653.0,1468.0,60599.0,734.0
Mahou Sensei Negima!,TV,Manga,['Starchild Records'],"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'Super Power', 'Supernatural']",['Xebec'],26.0,False,23 min per ep,PG-13 - Teens 13 or older,7.06,47384.0,3437.0,952.0,101540.0,572.0
Maria-sama ga Miteru,TV,Light novel,"['Rondo Robe', 'TV Tokyo Music']","['Slice of Life', 'Drama', 'Romance', 'Shoujo', 'Shoujo Ai']",['Studio Deen'],13.0,False,24 min per ep,PG-13 - Teens 13 or older,7.43,14842.0,1923.0,1859.0,43233.0,594.0
Boukyaku no Senritsu,TV,Manga,"['Kadokawa Shoten', 'TBS', 'KENMedia']","['Adventure', 'Fantasy', 'Horror', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space', 'Supernatural']","['Gainax', 'J.C.Staff']",24.0,False,23 min per ep,PG-13 - Teens 13 or older,6.39,4749.0,6225.0,3370.0,14738.0,44.0
"Ima, Soko ni Iru Boku",TV,Original,"['Victor Entertainment', 'Pioneer LDC', 'Rakuonsha']","['Adventure', 'Drama', 'Fantasy', 'Military', 'Sci-Fi']",['AIC'],13.0,False,25 min per ep,R - 17+ (violence & profanity),7.73,26652.0,1038.0,1128.0,81980.0,838.0
Peace Maker Kurogane,TV,Manga,"['GDH', 'TV Asahi', 'Imagica']","['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']",['Gonzo'],24.0,False,24 min per ep,R - 17+ (violence & profanity),7.39,18076.0,2118.0,1876.0,42615.0,299.0
Pita Ten,TV,Manga,['Broccoli'],"['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']",['Madhouse'],26.0,False,24 min per ep,G - All Ages,7.03,8022.0,3564.0,3025.0,18296.0,96.0
Power Stone,TV,Game,['Avex Entertainment'],"['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Shounen']",['Studio Pierrot'],26.0,False,20 min per ep,PG - Children,6.53,2631.0,5673.0,5105.0,5389.0,17.0
Mononoke Hime,Movie,Original,"['Tokuma Shoten', 'Nippon Television Network']","['Action', 'Adventure', 'Fantasy']",['Studio Ghibli'],1.0,False,2 hr 15 min,PG-13 - Teens 13 or older,8.79,368410.0,30.0,79.0,568463.0,11828.0
RahXephon,TV,Original,"['Asatsu DK', 'Fuji TV']","['Action', 'Drama', 'Mecha', 'Music', 'Mystery', 'Psychological', 'Romance', 'Sci-Fi']",['Bones'],26.0,False,23 min per ep,PG-13 - Teens 13 or older,7.49,32471.0,1709.0,1108.0,83932.0,862.0
Samurai 7,TV,Other,"['GDH', 'Sotsu Music Publishing']","['Historical', 'Mecha', 'Samurai', 'Sci-Fi']",['Gonzo'],26.0,False,26 min per ep,PG-13 - Teens 13 or older,7.56,45991.0,1492.0,1036.0,91374.0,667.0
Scrapped Princess,TV,Light novel,"['Kadokawa Shoten', 'A-Line']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",['Bones'],24.0,False,23 min per ep,PG-13 - Teens 13 or older,7.47,29989.0,1782.0,1284.0,71737.0,417.0
s.CRY.ed,TV,Original,['Yomiko Advertising'],"['Action', 'Sci-Fi', 'Adventure', 'Super Power', 'Drama']",['Sunrise'],26.0,False,24 min per ep,PG-13 - Teens 13 or older,7.43,30526.0,1935.0,1429.0,63566.0,615.0
Shingetsutan Tsukihime,TV,Visual novel,"['TBS', 'Rondo Robe', 'Movic']","['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']",['J.C.Staff'],12.0,False,24 min per ep,R - 17+ (violence & profanity),7.02,53265.0,3610.0,846.0,114297.0,590.0
Slam Dunk,TV,Manga,"['TV Asahi', 'Animax']","['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",['Toei Animation'],101.0,False,23 min per ep,PG-13 - Teens 13 or older,8.54,60029.0,92.0,751.0,128264.0,3750.0
Strange Dawn,TV,Original,[],"['Adventure', 'Drama', 'Fantasy']",['Hal Film Maker'],13.0,False,20 min per ep,PG - Children,6.52,848.0,5721.0,6506.0,2932.0,6.0
Tenjou Tenge,TV,Manga,['TV Asahi'],"['Action', 'Ecchi', 'Martial Arts', 'Comedy', 'Super Power', 'School', 'Shounen']",['Madhouse'],24.0,False,23 min per ep,R - 17+ (violence & profanity),7.04,67126.0,3531.0,728.0,131441.0,599.0
Tokyo Underground,TV,Manga,['TV Tokyo Music'],"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Shounen', 'Super Power']",['Studio Pierrot'],26.0,False,25 min per ep,PG-13 - Teens 13 or older,6.69,8865.0,4945.0,2761.0,21984.0,38.0
Triangle Heart: Sweet Songs Forever,OVA,Unknown,['Discovery'],"['Adventure', 'Romance']",['Seven Arcs'],4.0,False,28 min per ep,PG-13 - Teens 13 or older,6.24,2182.0,6896.0,5119.0,5353.0,6.0
Tsubasa Chronicle,TV,Manga,"['NHK', 'Kodansha']","['Action', 'Adventure', 'Fantasy', 'Magic', 'Romance', 'Supernatural', 'Shounen']",['Bee Train'],26.0,False,25 min per ep,PG-13 - Teens 13 or older,7.63,72410.0,1296.0,553.0,166918.0,2148.0
Ultra Maniac,TV,Manga,"['WAO World', 'Studio Jack']","['Magic', 'Comedy', 'Romance', 'School', 'Shoujo']",['Production Reed'],26.0,False,24 min per ep,G - All Ages,7.25,9973.0,2684.0,2649.0,23669.0,125.0
Vandread,TV,Original,"['GDH', 'Dentsu', 'Media Factory']","['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",['Gonzo'],13.0,False,22 min per ep,PG-13 - Teens 13 or older,7.28,35117.0,2563.0,1411.0,64355.0,401.0
Vandread: The Second Stage,TV,Original,"['GDH', 'Dentsu', 'Media Factory']","['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",['Gonzo'],13.0,False,22 min per ep,PG-13 - Teens 13 or older,7.49,26079.0,1715.0,1882.0,42437.0,106.0
Whistle!,TV,Manga,['Marvelous'],"['School', 'Shounen', 'Sports']",['Studio Comet'],39.0,False,24 min per ep,G - All Ages,7.49,4787.0,1717.0,3956.0,10123.0,64.0
Xenosaga The Animation,TV,Game,['Happinet Pictures'],"['Action', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",['Toei Animation'],12.0,False,23 min per ep,PG-13 - Teens 13 or older,6.43,6699.0,6095.0,3235.0,15991.0,39.0
Initial D Second Stage,TV,Manga,"['OB Planning', 'Fuji TV']","['Action', 'Cars', 'Sports', 'Drama', 'Seinen']",['Pastel'],13.0,False,23 min per ep,PG-13 - Teens 13 or older,8.16,52693.0,366.0,1117.0,83138.0,365.0
Initial D Third Stage,Movie,Manga,['OB Planning'],"['Action', 'Cars', 'Sports', 'Drama', 'Romance', 'Seinen']",['Studio Deen'],1.0,False,1 hr 45 min,PG-13 - Teens 13 or older,7.96,44916.0,618.0,1305.0,70628.0,260.0
Gosenzo San'e,OVA,Original,"['AIC', 'Green Bunny', 'BEAM Entertainment']","['Comedy', 'Hentai', 'Mystery', 'Supernatural']",[],4.0,False,30 min per ep,Rx - Hentai,6.21,548.0,,7700.0,1703.0,1.0
Love Hina,TV,Manga,"['Production I.G', 'TV Tokyo', 'Yomiko Advertising', 'King Records', 'Audio Tanaka']","['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Slice of Life']",['Xebec'],24.0,False,23 min per ep,PG-13 - Teens 13 or older,7.23,104267.0,2739.0,473.0,191811.0,1470.0
Love Hina Again,OVA,Manga,"['Starchild Records', 'Audio Tanaka']","['Comedy', 'Drama', 'Ecchi', 'Romance', 'Shounen']",['Xebec'],3.0,False,30 min per ep,PG-13 - Teens 13 or older,7.32,44018.0,2394.0,1321.0,69568.0,87.0
Love Hina Christmas Special: Silent Eve,Special,Manga,"['Yomiko Advertising', 'Audio Tanaka']","['Slice of Life', 'Comedy', 'Romance']",['Xebec'],1.0,False,46 min,PG-13 - Teens 13 or older,7.4,31488.0,2060.0,1686.0,49493.0,49.0
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,Special,Unknown,"['Starchild Records', 'Yomiko Advertising', 'Audio Tanaka']","['Adventure', 'Comedy', 'Romance']",['Xebec'],1.0,False,46 min,PG-13 - Teens 13 or older,7.27,27974.0,2588.0,1808.0,44750.0,24.0
Maburaho,TV,Light novel,"['Kadokawa Shoten', 'KlockWorx', 'Happinet Pictures', 'Sony PCL']","['Comedy', 'Drama', 'Ecchi', 'Harem', 'Magic', 'Romance', 'School']",['J.C.Staff'],24.0,False,24 min per ep,R+ - Mild Nudity,6.91,38122.0,3987.0,1248.0,74569.0,236.0
Macross Zero,OVA,Unknown,['Bandai Visual'],"['Adventure', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']",['Satelight'],5.0,False,30 min per ep,R+ - Mild Nudity,7.62,15264.0,1319.0,2372.0,28670.0,108.0
Onegai☆Teacher,TV,Original,"['Bandai Visual', 'Genco']","['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'School']",['Daume'],12.0,False,23 min per ep,PG-13 - Teens 13 or older,7.29,70677.0,2519.0,779.0,123941.0,828.0
Onegai☆Twins,TV,Original,"['Bandai Visual', 'Genco', 'Lantis']","['Comedy', 'Drama', 'Harem', 'School', 'Sci-Fi']",['Daume'],12.0,False,25 min per ep,PG-13 - Teens 13 or older,6.97,40297.0,3778.0,1337.0,68816.0,172.0
Rizelmine,TV,Manga,['m.o.e.'],"['Sci-Fi', 'Comedy', 'Romance', 'Ecchi', 'School']","['Madhouse', 'Imagin']",24.0,False,15 min per ep,R+ - Mild Nudity,6.61,8192.0,5324.0,2917.0,19525.0,45.0
Speed Grapher,TV,Original,"['TV Asahi', 'WAO World', 'TAP']","['Action', 'Mystery', 'Super Power']",['Gonzo'],24.0,False,23 min per ep,R+ - Mild Nudity,7.42,30851.0,1985.0,1135.0,81688.0,552.0
Sen to Chihiro no Kamikakushi,Movie,Original,['Toho'],"['Adventure', 'Supernatural', 'Drama']",['Studio Ghibli'],1.0,False,2 hr 5 min,PG - Children,8.91,550969.0,18.0,40.0,789004.0,17043.0
Tenshi na Konamaiki,TV,Manga,[],"['Comedy', 'Magic', 'Romance', 'Shounen']",['TMS Entertainment'],50.0,False,24 min per ep,PG-13 - Teens 13 or older,7.55,6905.0,1537.0,2961.0,19011.0,124.0
Video Girl Ai,OVA,Manga,['Shueisha'],"['Comedy', 'Drama', 'Ecchi', 'Romance']",['Production I.G'],6.0,False,29 min per ep,R+ - Mild Nudity,7.27,8952.0,2604.0,3012.0,18467.0,90.0
Wolf's Rain,TV,Original,"['Bandai Visual', 'Asatsu DK', 'Fuji TV']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",['Bones'],26.0,False,23 min per ep,PG-13 - Teens 13 or older,7.89,94639.0,730.0,386.0,221781.0,5064.0
Yumeria,TV,Visual novel,[],"['Action', 'Comedy', 'Ecchi', 'Harem', 'Super Power']",['Studio Deen'],12.0,False,24 min per ep,PG-13 - Teens 13 or older,6.2,10533.0,7056.0,2742.0,22207.0,30.0
Samurai Champloo,TV,Original,"['Victor Entertainment', 'Fuji TV', 'Barnum Studio', 'Tokuma Shoten', 'flying DOG']","['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']",['Manglobe'],26.0,False,24 min per ep,R - 17+ (violence & profanity),8.5,324698.0,108.0,68.0,602539.0,21300.0
Lodoss-tou Senki: Eiyuu Kishi Den,TV,Novel,"['Kadokawa Shoten', 'Yomiko Advertising', 'Marubeni']","['Action', 'Adventure', 'Drama', 'Magic', 'Romance', 'Fantasy']",['AIC'],27.0,False,24 min per ep,PG-13 - Teens 13 or older,7.22,7887.0,2787.0,2848.0,20581.0,102.0
Lodoss-tou Senki,OVA,Novel,"['Kadokawa Shoten', 'TBS', 'Marubeni']","['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",['Madhouse'],13.0,False,25 min per ep,R - 17+ (violence & profanity),7.5,16094.0,1668.0,1944.0,39938.0,393.0
R.O.D: Read or Die,OVA,Light novel,"['Aniplex', 'SME Visual Works']","['Action', 'Sci-Fi', 'Adventure', 'Mystery', 'Historical', 'Magic']",['Studio Deen'],3.0,False,33 min per ep,PG-13 - Teens 13 or older,7.73,26997.0,1050.0,1693.0,49200.0,296.0
Ranma ½,TV,Manga,"['Shogakukan Productions', 'Kitty Films', 'Fuji TV', 'Shogakukan']","['Slice of Life', 'Comedy', 'Martial Arts', 'Fantasy', 'Shounen']",['Studio Deen'],161.0,False,24 min per ep,R+ - Mild Nudity,7.84,63538.0,831.0,643.0,145694.0,2932.0
Pure Mail,OVA,Visual novel,"['Pink Pineapple', 'Green Bunny']",['Hentai'],[],2.0,False,30 min per ep,Rx - Hentai,6.35,1043.0,,6816.0,2545.0,12.0
Project A-Ko,Movie,Original,['SOEISHINSHA'],"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Super Power']",['APPP'],1.0,False,1 hr 24 min,PG-13 - Teens 13 or older,6.97,5036.0,3784.0,3780.0,11129.0,91.0
Pia Carrot e Youkoso!!,OVA,Unknown,['NuTech Digital'],"['Comedy', 'Romance', 'Hentai']",[],3.0,False,29 min per ep,Rx - Hentai,6.13,941.0,,6809.0,2557.0,2.0
Pia Carrot e Youkoso!! 2,OVA,Unknown,['Pink Pineapple'],"['Comedy', 'Romance', 'Hentai']",[],3.0,False,30 min per ep,Rx - Hentai,6.29,650.0,,7657.0,1740.0,2.0
Pia Carrot e Youkoso!! 2 DX,OVA,Unknown,[],"['Comedy', 'Romance']",[],6.0,False,28 min per ep,PG-13 - Teens 13 or older,6.42,690.0,6118.0,7683.0,1722.0,2.0
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,Movie,Visual novel,"['Geneon Universal Entertainment', 'I-move']","['Comedy', 'Romance']",['Bones'],1.0,False,48 min,PG-13 - Teens 13 or older,5.99,899.0,7745.0,7210.0,2140.0,2.0
Shin Angel,OVA,Unknown,"['Pink Pineapple', 'Studio Tulip']","['Comedy', 'Drama', 'Hentai', 'Romance']",[],5.0,False,30 min per ep,Rx - Hentai,6.37,669.0,,7473.0,1900.0,10.0
Kidou Senkan Nadesico,TV,Original,"['Starchild Records', 'Yomiko Advertising', 'Audio Tanaka']","['Action', 'Comedy', 'Mecha', 'Military', 'Parody', 'Romance', 'Sci-Fi', 'Shounen', 'Space']",['Xebec'],26.0,False,23 min per ep,PG-13 - Teens 13 or older,7.57,14147.0,1454.0,2059.0,36486.0,371.0
Kuro no Danshou,OVA,Unknown,['Discovery'],"['Hentai', 'Horror']",[],4.0,False,30 min per ep,Rx - Hentai,5.93,665.0,,7599.0,1794.0,5.0
Mezzo DSA,TV,Original,"['Studio Pierrot', 'Shochiku', 'Memory-Tech', 'Happinet Pictures']","['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",['Arms'],13.0,False,25 min per ep,R+ - Mild Nudity,6.74,6184.0,4724.0,3424.0,14279.0,26.0
Dragon Ball,TV,Manga,['Fuji TV'],"['Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",['Toei Animation'],153.0,False,24 min per ep,PG-13 - Teens 13 or older,8.14,312333.0,382.0,99.0,491047.0,9545.0
Dragon Ball GT,TV,Manga,['Fuji TV'],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Sci-Fi', 'Shounen', 'Super Power']",['Toei Animation'],64.0,False,23 min per ep,PG-13 - Teens 13 or older,6.65,223329.0,5110.0,210.0,334553.0,1359.0
Elfen Lied,TV,Manga,"['VAP', 'Genco', 'A-Line']","['Action', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Seinen']",['Arms'],13.0,False,25 min per ep,R+ - Mild Nudity,7.72,549257.0,1067.0,18.0,901294.0,20990.0
FLCL,OVA,Original,"['Starchild Records', 'GANSIS']","['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Mecha']","['Gainax', 'Production I.G']",6.0,False,25 min per ep,PG-13 - Teens 13 or older,8.07,252437.0,477.0,122.0,449437.0,17570.0
Jigoku Shoujo,TV,Original,"['Aniplex', 'SKY Perfect Well Think']","['Mystery', 'Horror', 'Psychological', 'Supernatural']",['Studio Deen'],26.0,False,25 min per ep,R - 17+ (violence & profanity),7.73,88662.0,1040.0,357.0,232764.0,2955.0
Ninin ga Shinobuden,TV,Manga,"['Toshiba Entertainment', 'Happinet Pictures']","['Comedy', 'Parody', 'Martial Arts']",['ufotable'],12.0,False,24 min per ep,R - 17+ (violence & profanity),6.99,12628.0,3708.0,2448.0,26893.0,131.0
Air Master,TV,Manga,"['VAP', 'Nippon Television Network']","['Action', 'Comedy', 'Martial Arts', 'Seinen']",['Toei Animation'],27.0,False,24 min per ep,R - 17+ (violence & profanity),7.09,11151.0,3307.0,2417.0,27534.0,132.0
Cardcaptor Sakura,TV,Manga,"['NHK', 'Kodansha', 'Sogo Vision', 'YTV']","['Adventure', 'Comedy', 'Drama', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",['Madhouse'],70.0,False,25 min per ep,PG - Children,8.21,129042.0,312.0,318.0,255161.0,10388.0
Daa! Daa! Daa!,TV,Manga,[],"['Comedy', 'Sci-Fi', 'Shoujo']",['J.C.Staff'],78.0,False,25 min per ep,G - All Ages,7.77,6938.0,950.0,3222.0,16134.0,227.0
Dan Doh!!,TV,Manga,"['TV Tokyo', 'HoriPro']","['Adventure', 'Sports', 'Shounen']",['Tokyo Kids'],26.0,False,24 min per ep,G - All Ages,6.74,1203.0,4704.0,6495.0,2936.0,4.0
Detective Conan,TV,Manga,"['Yomiuri Telecasting', 'Animax', 'YTV', 'TMS-Kyokuchi', 'Shogakukan']","['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",['TMS Entertainment'],,True,25 min,PG-13 - Teens 13 or older,8.25,83970.0,286.0,537.0,172217.0,8564.0
E's Otherwise,TV,Manga,['Sotsu'],"['Adventure', 'Comedy', 'Drama', 'Military', 'Sci-Fi', 'Shounen', 'Supernatural']",['Studio Pierrot'],26.0,False,23 min per ep,PG-13 - Teens 13 or older,6.7,5622.0,4876.0,3520.0,13357.0,27.0
Koukyoushihen Eureka Seven,TV,Original,"['Aniplex', 'Bandai Visual', 'Kadokawa Shoten', 'Mainichi Broadcasting System', 'Bandai', 'Ashi Production', 'Sony Music Entertainment', 'Bandai Namco Games', 'Hakuhodo DY Media Partners', 'Bandai Channel', 'USEN']","['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",['Bones'],50.0,False,24 min per ep,PG-13 - Teens 13 or older,8.14,133989.0,391.0,224.0,324904.0,8324.0
Gankutsuou,TV,Novel,"['GDH', 'TV Asahi', 'Media Factory', 'Sotsu Music Publishing']","['Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Thriller']",['Gonzo'],24.0,False,24 min per ep,R - 17+ (violence & profanity),8.2,45028.0,318.0,666.0,142187.0,2893.0
Genshiken,TV,Manga,"['Genco', 'Lantis', 'Kids Station', 'Toshiba Entertainment']","['Slice of Life', 'Comedy', 'Parody']",['Palm Studio'],12.0,False,25 min per ep,PG-13 - Teens 13 or older,7.71,55702.0,1088.0,745.0,128591.0,1220.0
